table_id,content_category,raw_item,canonical_item,count
1-18,예능,복 나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,2
1-18,예능,나오는 사람들이 반복적으로 출연해서 위 게스트들의 토크에 의존하는 포매이 많아서,게스트들의 토크에 의존하는 포매이 많아서,2
1-18,예능,능 없음,없음,2
1-18,예능,숲 방송용 지매텍스 말 풍선 이모티서 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,2
1-18,예능,위 출현진-관계자의 부적절한 언행,출연진 관계자의 부적절한 언행,2
1-18,예능,복 짜임새 윗는 포패이 아니고 즉흥적이어서,짜임새 있는 포매이 아니고 즉흥적이어서,2
1-18,예능,수 나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,2
1-18,예능,순위   나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,2
1-18,예능,디양한 문회에 대한 펴가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,예능,순 게스트들의 토크에 의존하는 포맺이 많아서,게스트들의 토크에 의존하는 포매이 많아서,2
1-18,예능,방송용 자매텍스 말 풍선 이모티서 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,2
1-18,예능,흙 나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,2
1-18,예능,다양한 문에 대한 고로마가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,2
1-18,예능,숲 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,예능,중 게스트들의 토크에 의존하는 포매이 많아서,게스트들의 토크에 의존하는 포매이 많아서,2
1-18,예능,복 짜임새 있는 포패이 아니고 즉:적이어서,짜임새 있는 포매이 아니고 즉흥적이어서,2
1-18,예능,위 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,예능,과도한  광고 노출이 많아서,과도한 광고 노출이 많아서,2
1-18,예능,위 디양한 문에 대한 고가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,예능,매력 잇는 스타가 출연하지 않아서,매력 있는 스타가 출연하지 않아서,2
1-18,예능,복 국가 간 역사 -외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,예능,중 짜임새 있는 포맺이 아니고 즉흥적이어서,짜임새 있는 포매이 아니고 즉흥적이어서,2
1-18,예능,복 나오는 사람들이_반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,2
1-18,예능,위 게스트들의 토크에 의존하는 포매이 많아서,게스트들의 토크에 의존하는 포매이 많아서,2
1-18,예능,능 번역 자막 더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,예능,수 짜임새 있는 포매이 아니고 즉흥적이어서,짜임새 있는 포매이 아니고 즉흥적이어서,2
1-18,예능,순위 매력 있는 스타가 출연하지 않아서,매력 있는 스타가 출연하지 않아서,2
1-18,예능,흙 국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,예능,순 출연진 -관계자의 부적절한 언행,출연진 관계자의 부적절한 언행,2
1-18,예능,위 번역 자막 더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,예능,둘 게스트들의 토크에 의존하는 포매이 많아서,게스트들의 토크에 의존하는 포매이 많아서,2
1-18,예능,예 매력 있는 스타가 출연하지 않아서,매력 있는 스타가 출연하지 않아서,2
1-18,예능,방송용 자매텍스 말 풍선 이모티로 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,접하기 어려운 환경이어서 (지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,1
1-18,예능,둘 나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,1
1-18,예능,흙 다양한 문에 대한 고로과가 부족해세인종 성소수자 종교 등,흙 다양한 문에 대한 고로가 부족해세인종 성소수자 종교,1
1-18,예능,방송용 자매텍스트 말 풍선 이모티 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,1
1-18,예능,순 방송용 자패텍스 말 풍선 이모티서 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,수 다양한 문에 대한 고로까가 부족해세인종 성소수자 종교 텅,흙 다양한 문에 대한 고로가 부족해세인종 성소수자 종교,1
1-18,예능,중 나오는 사람들이 반복적으로 출연해서,나오는 사람들이 반복적으로 출연해서,1
1-18,예능,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,흙 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,1
1-18,예능,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 텅,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,접하기 어려운 환경이어서 (지청 경로 부족 인터넷 속되망 문제  정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,1
1-18,예능,순 디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,다양한 문최에 대한 고로가 부족해세인종 성소수자 종교,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,위 디양한 문최에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,수 게스트들의 토크에 의존하는 포매이 많아서,게스트들의 토크에 의존하는 포매이 많아서,1
1-18,예능,(시청 경로 부족 인터넷 속되망 문제   정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,1
1-18,예능,순 게스트들의 토크에 의존하는 포패이 많아서,게스트들의 토크에 의존하는 포매이 많아서,1
1-18,예능,흙 방송용 지맥텍스 말 풍선 이모티롬 등이 너무 많서,방송용 지맥텍스 말 풍선 이모티롬 등이 너무 많서,1
1-18,예능,디양한 문화에 대한 고로마 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,방송용 자매텍스 말 풍선 이모티 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,다양한 문회에 대한 고려마가 부족해세인종 성소수자 종교,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,예능,위 게스트들의 토크에 의존하는 포맺이 많아서,게스트들의 토크에 의존하는 포매이 많아서,1
1-18,예능,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,흙 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,1
1-18,예능,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,예능,다양한 문에 대한 고로마 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,예능,다양한 문화에 대한 고로마가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,예능,방송용 지매텍스 말 풍선 이모티서 덩이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,순 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,1
1-18,예능,방송용 자매텍스트 말 풍선 이모티롬 등이 너무 많아서,방송용 자매텍스트 말 풍선 이모티서 등이 너무 많아서,1
1-18,예능,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,흙 게스트들의 토크에 의존하는 포맺이 많아서,게스트들의 토크에 의존하는 포매이 많아서,1
1-18,예능,복 출영진-관계자의 부적절화_언행,복 출연진-관계자의 부적절한_언행,1
1-18,예능,다양한 문화에 대한 고로까가 부족해세인종 성소수자 종교 텅,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,예능,둘 게스트들의 토크에 의존하는 포맺이 많아서,게스트들의 토크에 의존하는 포매이 많아서,1
1-18,웹툰,캐릭터가 맘에 들지 않아서,스토리가 맘에 들지 않아서,36
1-18,웹툰,웬 없음,없음,28
1-18,웹툰,한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등),18
1-18,웹툰,국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,17
1-18,웹툰,번역이 미롭해서,번역이 미혼해서,15
1-18,웹툰,연재 주기가 불규칙해세휴재 변경 등,연재 주기가 불규칙해세유재 변경 등,12
1-18,웹툰,소재  장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,10
1-18,웹툰,흙 스토리가 맘에 들지 않아서,스토리가 맘에 들지 않아서,8
1-18,웹툰,위 내용이 선정적이고 폭력적이어서,내용이 선정적이고 폭력적이어서,6
1-18,웹툰,흙 언어와 문화가 달라 내용올 이해하기 어려워서,언어와 문화가 달라 내용올 이해하기 어려워서,6
1-18,웹툰,복 내용이 선정적이고 폭력적이어서,내용이 선정적이고 폭력적이어서,6
1-18,웹툰,톤 접하기 어려운 환경이어서,접하기 어려운 환경이어서,6
1-18,웹툰,톤 언어와 문화가 달라 내용올 이해하기 어려워서,언어와 문화가 달라 내용올 이해하기 어려워서,6
1-18,웹툰,톤 번역이 미혼해서,번역이 미혼해서,6
1-18,웹툰,다양한 문에 대한 고까가 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,5
1-18,웹툰,(시청 경로 부족 인터넷 속되망 문제   정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,5
1-18,웹툰,소재 장르 등이 진부 획일적이어서,소재 장르 등이 진부획일적이어서,5
1-18,웹툰,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,4
1-18,웹툰,다양한 문에 대한 고로가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,4
1-18,웹툰,톤 연재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,4
1-18,웹툰,한국적 요소가 강해세한국 문회전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등),4
1-18,웹툰,복 이용하는데 비용이 많이 들어서,이용하는데 비용이 많이 들어서,4
1-18,웹툰,흙 국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,4
1-18,웹툰,흙 이용하는데 비용이 많이 들어서,이용하는데 비용이 많이 들어서,4
1-18,웹툰,과도한  광고 노출이 많아서,과도한 광고 노출이 많아서,4
1-18,웹툰,연재 주기가 불규칙해세유재 변경 등),연재 주기가 불규칙해세유재 변경 등,4
1-18,웹툰,(시청 경로 부족 인터넷 속되망 문제 정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,3
1-18,웹툰,흙 접하기 어려운 환경이어서,접하기 어려운 환경이어서,3
1-18,웹툰,순 연재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,2
1-18,웹툰,둘 소재 장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,흙 연재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,2
1-18,웹툰,복 사용자 환경이 불편해서,사용자 환경이 불편해서,2
1-18,웹툰,위 사용자 환경이 불편해서,사용자 환경이 불편해서,2
1-18,웹툰,순 한국적 요소가 강해세한국 문화전통스토리 등),한국적 요소가 강해세한국 문화전통스토리 등),2
1-18,웹툰,위 언어와 문화가 달라 내용올 이해하기 어려워서,언어와 문화가 달라 내용올 이해하기 어려워서,2
1-18,웹툰,위 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,2
1-18,웹툰,복 내용이 원전정적이고 폭력적이어서,내용이 선정적이고 폭력적이어서,2
1-18,웹툰,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,2
1-18,웹툰,한국적 요소가 강해세한국 문화전통스토리,한국적 요소가 강해세한국 문화전통스토리 등),2
1-18,웹툰,흙 한국적 요소가 강해세한국 문화전통스토리 등),한국적 요소가 강해세한국 문화전통스토리 등),2
1-18,웹툰,수 소재 장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,수 소재  장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,디양한 문회에 대한 펴가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,웹툰,번역이 미혼름해서,번역이 미혼해서,2
1-18,웹툰,순위 사용자 환경이 불편해서,사용자 환경이 불편해서,2
1-18,웹툰,다양한 문화에 대한 고로까가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,웹툰,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,2
1-18,웹툰,디양한 문화에 대한 고로마가 부족해세인종 성소수자 종교 텅,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,웹툰,순 사용자 환경이 불편해서,사용자 환경이 불편해서,2
1-18,웹툰,현재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,2
1-18,웹툰,복 소재 장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,위 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등),2
1-18,웹툰,복 소재   장르 등이 _진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,다양한 문회에 대한 고려마가 부족해세인종 성소수자 종교,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,2
1-18,웹툰,순위 내용이 선정적이고 폭력적이어서,내용이 선정적이고 폭력적이어서,2
1-18,웹툰,(중복) 소재   장르 등이 진부 획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,흙 소재  장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,다양한 문회에 대한 고려가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,웹툰,순 연재 주기가 불규칙해세휴재 변경 등,연재 주기가 불규칙해세유재 변경 등,2
1-18,웹툰,위 그림체가 마음에 들지 않아서,그림체가 마음에 들지 않아서,2
1-18,웹툰,흙 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,웹툰,(검색 폐의지 넘김 덧글 쓰기 결제 편리성 등,(검색 폐이지 넘김 대글 쓰기 결제 편리성 등,2
1-18,웹툰,복 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,웹툰,톤 사용자 환경이 불편해서,사용자 환경이 불편해서,2
1-18,웹툰,순위 이용하는데 비용이 많이 들어서,이용하는데 비용이 많이 들어서,2
1-18,웹툰,(중복) 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,웹툰,소재   장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,복 이용하논데 비용이 많이 들어서,이용하는데 비용이 많이 들어서,2
1-18,웹툰,슈 언어와 문화가 달라 내용올 이해하기 어려워서,언어와 문화가 달라 내용올 이해하기 어려워서,2
1-18,웹툰,스토리가 맘에 들지 않아서 품,스토리가 맘에 들지 않아서,2
1-18,웹툰,중 소재 장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,2
1-18,웹툰,수 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,2
1-18,웹툰,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,웹툰,"복 소재, 장르 등이 진부획일적이어서",소재 장르 등이 진부획일적이어서,2
1-18,웹툰,흙,Q,2
1-18,웹툰,복 내용이 선정적이고똑력적이어서,내용이 선정적이고 폭력적이어서,2
1-18,웹툰,순 그림체가 마음에 들지 않아서,그림체가 마음에 들지 않아서,1
1-18,웹툰,복 내용이 선정적이고_폭력적이어서,내용이 선정적이고 폭력적이어서,1
1-18,웹툰,(검색 폐이지 넘김 덧글 쓰 결제 편리성 등,(검색 폐이지 넘김 대글 쓰기 결제 편리성 등,1
1-18,웹툰,흙 소재 장르 등이 진부획일적이어서,소재 장르 등이 진부획일적이어서,1
1-18,웹툰,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,웹툰,디양한 문에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,웹툰,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,웹툰,디양한 문에 대한 고가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,웹툰,이용하늘데 비용이 많이 들어서,이용하는데 비용이 많이 들어서,1
1-18,웹툰,시,Q,1
1-18,웹툰,(중복) 소재 장르 등이 진부 획일적이어서,소재 장르 등이 진부획일적이어서,1
1-18,웹툰,이용하는데 비용이 많이 들어서 (검색 폐이지 넘김 대글 쓰기 결제 편리성 등,(검색 폐이지 넘김 대글 쓰기 결제 편리성 등,1
1-18,웹툰,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,웹툰,수 연재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,1
1-18,웹툰,흙 다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 펴가 부족해세인종 성소수자 종교 등,1
1-18,웹툰,이용하는데 비용이 많이 들어서 꿈,이용하는데 비용이 많이 들어서,1
1-18,웹툰,다양한 문회에 대한 고까마가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,1
1-18,웹툰,둘 디양한 문화에 대한 고로마가 부족해세인종 성소수자 종교 텅,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,웹툰,복 그림제가 마음예 들지 않아서,복 그함제가 마음예 지 않아서,1
1-18,웹툰,과도한 광고 노출이 많아서 연재 주기가 불규칙해세유재 변경 등,연재 주기가 불규칙해세유재 변경 등,1
1-18,웹툰,(검색 폐이지 넘김 덧글 쓰기 결제 편리성 등,(검색 폐이지 넘김 대글 쓰기 결제 편리성 등,1
1-18,웹툰,디양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,웹툰,수 사용자 환경이 불편해서,사용자 환경이 불편해서,1
1-18,음식,국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,26
1-18,음식,식사 도귀순가락 젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,13
1-18,음식,음식올 나뉘먹는 문화가 어색해서,음식울 나뉘먹는 문화가 어색해서,12
1-18,음식,재회조리법올 알 수 없어서,재료조리법올 알 수 없어서,10
1-18,음식,둘 좋아하는 맛과 향이 아니어서,좋아하는 맛과 향이 아니어서,10
1-18,음식,식사 도귀소가락 젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,9
1-18,음식,다양한 문화에 대한 고려가 부족해서,다양한 문화에 대한 펴려가 부족해서,7
1-18,음식,둘 음식올 나뉘먹는 문화가 어색해서,음식울 나뉘먹는 문화가 어색해서,6
1-18,음식,올 없음,욕 없음,6
1-18,음식,다양환 문화에 대한 펴려가 부족해서,다양한 문화에 대한 펴려가 부족해서,5
1-18,음식,식사 도귀순가락  젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,4
1-18,음식,없음,욕 없음,4
1-18,음식,둘 식사 도귀술가락 젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,4
1-18,음식,둘 제공하는 음식이 다양하지 않아서,제공하는 음식이 다양하지 않아서,4
1-18,음식,슈 좋아하는 맛과 향이 아니어서,좋아하는 맛과 향이 아니어서,4
1-18,음식,식사 도귀순가락  젓가루의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,4
1-18,음식,소 음식흘올 나뉘먹는 문화가 어색해서,음식울 나뉘먹는 문화가 어색해서,2
1-18,음식,슈 식사 도귀순가락 젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,2
1-18,음식,수 제공하는 음식이 다양하지 않아서,제공하는 음식이 다양하지 않아서,2
1-18,음식,수 좋아하는 맛과 향이 아니어서,좋아하는 맛과 향이 아니어서,2
1-18,음식,슈 국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,2
1-18,음식,식사 도귀술가락  젓가루의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,2
1-18,음식,디양한 문화에 대한 고려가 부족해서,다양한 문화에 대한 펴려가 부족해서,2
1-18,음식,(중복) 싹사 도퀴술가락 젓가렉의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,2
1-18,음식,국가 간 역사 -외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,2
1-18,음식,슈 다양환 문화에 대한 펴려가 부족해서,다양한 문화에 대한 펴려가 부족해서,2
1-18,음식,슈 음식올 나뉘먹는 문화가 어색해서,음식울 나뉘먹는 문화가 어색해서,2
1-18,음식,둘 재료조리법올 알 수 없어서,재료조리법올 알 수 없어서,2
1-18,음식,좋아하는 맛과 향이 아니어서 국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,2
1-18,음식,식사 도귀순가락 젓가루의 사용이 어려워서,식사 도귀술가락 젓가렉의 사용이 어려워서,2
1-18,음식,(중복) 음식흘 나뉘먹는 문화가 어색해서,음식울 나뉘먹는 문화가 어색해서,2
1-18,음식,틈 좋아하는 맛과 향이 아니어서,좋아하는 맛과 향이 아니어서,2
1-18,음식,흙 좋아하는 맛과 향이 아니어서,좋아하는 맛과 향이 아니어서,2
1-18,음식,슈 제공하는 음식이 다양하지 않아서,제공하는 음식이 다양하지 않아서,2
1-18,음식,수 다양한 문화에 대한 펴려가 부족해서,다양한 문화에 대한 펴려가 부족해서,1
1-18,음식,둘 다양한 문화에 대한 고려가 부족해서,다양한 문화에 대한 펴려가 부족해서,1
1-18,음식,"(종페할증 채식 ""식문화 등",슈 (종페할증  채식 '식문화 등,1
1-18,음식,"(종피길, 채식 식문화 등","둘 (종괴할월, 채식 식문화 등",1
1-18,음식,"(종피할길, 채식 식문화 등",(종피할  채식 식문화 등,1
1-18,음식,(종피할/  채식 식문화 등,(종피할  채식 식문화 등,1
1-18,음식,둘 (종괴할렉 채식 식문화 등,"둘 (종괴할월, 채식 식문화 등",1
1-18,음식,둘 (종피할길  채식 식문화 등 다양환 문화에 대한 펴려가 부족해서,다양한 문화에 대한 펴려가 부족해서,1
1-18,음식,순위 (종괴할렉 채식 식문화 등 다양한 문화에 대한 펴려가 부족해서,다양한 문화에 대한 펴려가 부족해서,1
1-18,음식,(종교할철  채식 식문화 등,(종피할  채식 식문화 등,1
1-18,음악,없음,음 없음,26
1-18,음악,국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,25
1-18,음악,지나치게 상업적이어세관련 상품국직) 포토카드 등),지나치게 상업적이어세관련 상품국즈) 포토카드 등),18
1-18,음악,한국 음악울 듣는 것에 대한 주위 반응이 쫓지 않아서,한국 음악울 튿는 것에 대한 주위 반응이 쫓지 않아서,16
1-18,음악,악 한국어 가사가 어렵고 생소해서,한국어 가사가 어렵고 생소해서,16
1-18,음악,자국에서 팬 이번트 개최 부족,자국에서 팬 이멘트 개최 부족,9
1-18,음악,수 자국 내 곳즈 구입 경로 부족,자국 내 곳즈 구입 경로 부족,5
1-18,음악,지나치게 상업적이어서관련 상품국직) 포토카드 등),지나치게 상업적이어세관련 상품국즈) 포토카드 등),5
1-18,음악,디양한 문회에 대한 펴가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,5
1-18,음악,음악의 장르가 획일적이어서,음악의 장르가 확일적이어서,4
1-18,음악,한국 음악울 튿는 젓에 대한 주위 반응이 종지 않아서,한국 음악울 튿는 것에 대한 주위 반응이 쫓지 않아서,4
1-18,음악,수 한국 가수의 외모가 친숙하지 않아서,한국 가수의 외모가 친숙하지 않아서,4
1-18,음악,올 없음,음 없음,4
1-18,음악,자국에서 팬 이벤트 개최 부족,자국에서 팬 이멘트 개최 부족,4
1-18,음악,슈 자국에서 팬 이멘트 개최 부족,자국에서 팬 이멘트 개최 부족,4
1-18,음악,다양한 문에 대한 고로가 부족해세인종 성소수자 종교 등,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,3
1-18,음악,둘 한국 아이돌 기획사의 경쟁 시스템이 심해서,한국 아이돌 기획사의 경쟁 시스템이 심해서,3
1-18,음악,흙 음악 자체가 쫓지 않아세수준이 낮아서,음악 자체가 쫓지 않아세수준이 낮아서,3
1-18,음악,순 팬덤 문화가 폐쇄적배타적이어서,팬덤 문화가 폐쇄적 배타적이어서,2
1-18,음악,위 자국 내 곳즈 구입 경로 부족,자국 내 곳즈 구입 경로 부족,2
1-18,음악,복 사회-도덕적 가치에 반하는 내용이어서,사회 도덕적 가치에 반하는 내용이어서,2
1-18,음악,약 없음,음 없음,2
1-18,음악,지나치게 상업적이어세관련 상품(국즈)   포토카드 등),지나치게 상업적이어세관련 상품국즈) 포토카드 등),2
1-18,음악,흙 자국에서 팬 이번트 개최 부족,자국에서 팬 이멘트 개최 부족,2
1-18,음악,복 음악 자체가 지 않아세 수준이 엿아서,음악 자체가 쫓지 않아세수준이 낮아서,2
1-18,음악,둘 퍼포먼스 대비 가창 실력이 부족해서,퍼포먼스 대비 가창 실력이 부족해서,2
1-18,음악,지나치게 상업적이어세관련 상품국즈   포토카드 등),지나치게 상업적이어세관련 상품국즈) 포토카드 등),2
1-18,음악,위 사회 도덕적 가치에 반하는 내용이어서,사회 도덕적 가치에 반하는 내용이어서,2
1-18,음악,수 한국 음악울 튿는 것에 대한 주위 반응이 쫓지 않아서,한국 음악울 튿는 것에 대한 주위 반응이 쫓지 않아서,2
1-18,음악,순 자국에서 팬 이벤트 개최 부족,자국에서 팬 이멘트 개최 부족,2
1-18,음악,위 한국 음악울 튿는 것에 대한 주위 반응이 종지 않서,한국 음악울 튿는 것에 대한 주위 반응이 쫓지 않아서,2
1-18,음악,툼 다양한 문에 대한 고까가 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,2
1-18,음악,순 한국 가수의 외모가 친숙하지 않아서,한국 가수의 외모가 친숙하지 않아서,2
